0e41df612857dbc6059e6160e3b6026d,4072760
186c563eb5322146d6e258227b27712b,2101566
25b934fcc8f9dc0711a504c352c80616,4279190
306ab2bba3fce80857e4dcd5fd980a91,8382258
330778ac85ddcec84eca203e62642108,7345835
3b3fd518637430ae70371bc419d932c4,3933571
3ba5a8a0e4a51a4dcef4fa0aca856f48,4601274
454e39689782962a5b86c5d630da5472,7072262
514c92d6a709c62bab935a48309dc606,3044655
5b7b5b7c4892052d4cf8f97800fbb3b7,5648778
5e349b4a49c6ac2cbb838e170a6a29b0,9490108
6277c358b68c67bb3fcfd7a7515aa59b,2810263
62d08a29bfd3d672ec5fa548d2ec208a,8705225
684e60d7cd74c16e5db250ced3a4438b,2641695
72281bd282e6874c6791000006028c6f,5673228
8851e1f8685d9a675e2822f3f78be5fe,2850189
88559690f83459635b6059da3467cea0,2769791
88df0f9768818d09d7279d778628eb30,4054627
8f84a752d7f5973527254df41ef35aaf,3102774
93b27e4783c418b44b0754fbc5dab777,2797264
94c3a049a4af3e73c5387c52a5ecc776,5508274
975e9b3660d3ea88f5de0d650d5daefd,6263602
9e6c829af95ef7aefb62645075b5d01f,5198905
9fa6f4a57f818650b2a9b134804eac67,4139884
b01d1831ce6dc27633173eeaffe449b2,4708645
b08c0135b078944c9f4556b3ebf17e3b,4388082
b1f4f89a47c188cbfbf80e23d8644acf,3906944
c2b6665c221630e70c7bd47b32d5d7f9,5149549
C347.TCGA-05-4244-01A-01D-1105-08.5,14426925
C347.TCGA-05-4420-01A-01D-1265-08.3,11970872
C347.TCGA-05-4430-01A-02D-1265-08.3,10291857
C347.TCGA-17-Z006-01A-01W-0746-08.3,7208268
C347.TCGA-33-4582-01A-01D-1441-08.2,9288751
C347.TCGA-34-5240-01A-01D-1441-08.2,12059867
C347.TCGA-37-4129-01A-01D-1352-08.1,16274701
C347.TCGA-37-4132-01A-01D-1352-08.3,16525459
C347.TCGA-37-4135-01A-01D-1352-08.1,18903293
C347.TCGA-39-5028-01A-01D-1441-08.2,12656841
C347.TCGA-44-2666-01A-21D-A27T-08.2,3466944
C347.TCGA-44-4112-01A-22D-A27T-08.2,3245000
C347.TCGA-46-3766-01A-01D-0983-08.18,4279778
C347.TCGA-49-4505-01A-01D-1931-08.1,4340783
C347.TCGA-55-1592-01A-01D-0969-08.1,6145952
C347.TCGA-60-2725-01A-01D-1267-08.1,19598358
C347.TCGA-64-1676-01A-01D-0969-08.1,3458044
C347.TCGA-64-1680-01A-02D-0969-08.1,14211975
C347.TCGA-66-2754-01A-01D-0983-08.17,4487640
C347.TCGA-66-2787-01A-01D-0983-08.19,3811653
C347.TCGA-73-4658-01A-01D-1753-08.1,9480775
C347.TCGA-73-4662-01A-01D-1265-08.3,10156851
C347.TCGA-73-4677-01A-01D-1265-08.5,10158534
C508.TCGA-22-5471-01A-01D-1632-08.1,8005142
C508.TCGA-22-5474-01A-01D-1632-08.1,7029295
C508.TCGA-22-5492-01A-01D-1632-08.1,7228026
C508.TCGA-33-6738-01A-11D-1945-08.5,11582637
C508.TCGA-33-A5GW-01A-11D-A27K-08.3,7404984
C508.TCGA-33-AASJ-01A-11D-A401-08.1,11188217
C508.TCGA-33-AASL-01A-11D-A401-08.1,8866822
C508.TCGA-34-2600-01A-01D-1522-08.5,12889846
C508.TCGA-LUSC-7545-TP-21D-2042-08.5,8704789
C508.TCGA-LUSC-7580-TP-11D-2042-08.5,10067639
C508.TCGA-LUSC-7730-TP-11D-2122-08.4,9603867
C508.TCGA-O2-A52V-01A-31D-A25L-08.2,8070674
C508.TCGA-O2-A52W-01A-11D-A26M-08.6,7373793
C509.TCGA-44-5645-01A-01D-A271-08.5,8767774
C509.TCGA-44-A47G-01A-21D-A24D-08.2,8079889
C509.TCGA-49-AARO-01A-12D-A410-08.1,8000552
C509.TCGA-50-5045-01A-01D-1625-08.1,8938388
C509.TCGA-50-5051-01A-21D-1855-08.2,11720213
C509.TCGA-55-1594-01A-01D-1040-01.2,3948580
C509.TCGA-55-6642-01A-11D-1855-08.2,12207275
C509.TCGA-55-6969-01A-11D-1945-08.3,11591986
C509.TCGA-55-6979-01A-11D-1945-08.3,10122614
C509.TCGA-55-6983-01A-11D-1945-08.3,11211403
C509.TCGA-55-6984-01A-11D-1945-08.3,8504273
C509.TCGA-55-7570-01A-11D-2036-08.1,10288670
C509.TCGA-55-7726-01A-11D-2167-08.1,7676369
C509.TCGA-55-7728-01A-11D-2184-08.1,11067354
C509.TCGA-55-7914-01A-11D-2167-08.1,9537085
C509.TCGA-55-8299-01A-11D-2284-08.2,12967449
C509.TCGA-55-8615-01A-11D-2393-08.1,12679484
C509.TCGA-64-5779-01A-01D-1625-08.1,9433635
C509.TCGA-64-5815-01A-01D-1625-08.1,7830538
C509.TCGA-67-3773-01A-01D-1040-01.3,14317263
C509.TCGA-69-A59K-01A-11D-A25L-08.2,14101784
C509.TCGA-78-7152-01A-11D-2036-08.1,11475704
C509.TCGA-78-7153-01A-11D-2036-08.1,9559248
C509.TCGA-78-7166-01A-12D-2063-08.1,11259206
C509.TCGA-86-7953-01A-11D-2184-08.1,12202454
C509.TCGA-86-8056-01A-11D-2238-08.1,11841970
C509.TCGA-86-8278-01A-11D-2284-08.2,10650051
C509.TCGA-86-8359-01A-11D-2323-08.6,10490031
C509.TCGA-93-A4JQ-01A-11D-A24P-08.3,8319900
C509.TCGA-95-7948-01A-11D-2184-08.1,3162162
C509.TCGA-95-A4VN-01A-11D-A25L-08.2,12613782
C509.TCGA-97-7547-01A-11D-2036-08.1,9904817
C509.TCGA-97-7941-01A-11D-2184-08.1,9656667
C509.TCGA-97-8175-01A-11D-2284-08.2,14477805
C509.TCGA-97-A4M5-01A-11D-A24P-08.3,13052384
C509.TCGA-L4-A4E5-01A-11D-A24P-08.3,9900626
C509.TCGA-MP-A4SV-01A-11D-A24P-08.3,9490897
C509.TCGA-MP-A4T4-01A-11D-A25L-08.4,11351253
C509.TCGA-MP-A4TF-01A-11D-A25L-08.5,12856061
C509.TCGA-MP-A4TH-01A-31D-A25L-08.2,10358958
C509.TCGA-NJ-A4YG-01A-22D-A25L-08.2,12739456
C509.TCGA-NJ-A4YP-01A-11D-A25L-08.4,11334294
C509.TCGA-O1-A52J-01A-11D-A25L-08.2,11542982
C529.TCGA-CH-5740-01A-11D-1576-08.4,3466503
C529.TCGA-CH-5743-01A-21D-1576-08.4,15293827
C529.TCGA-CH-5751-01A-11D-1576-08.4,3202244
C529.TCGA-EJ-5494-01A-01D-1576-08.8,14141855
C662.TCGA-44-6146-01B-04D-A271-08.5,10027412
C662.TCGA-49-4488-01A-01D-1753-08.4,10552142
C662.TCGA-67-6216-01A-11D-1753-08.4,11288185
C662.TCGA-75-6211-01A-11D-1753-08.4,10641852
C828.TCGA-BF-A1PU-01A-11D-A19A-08.3,6223191
C828.TCGA-BF-A1PV-01A-11D-A19A-08.1,7768471
C828.TCGA-BF-A1PZ-01A-11D-A19A-08.1,9664547
C828.TCGA-BF-A3DJ-01A-11D-A20D-08.1,10378792
C828.TCGA-BF-A3DN-01A-11D-A20D-08.1,9511489
C828.TCGA-BF-A5EP-01A-12D-A27K-08.3,12613894
C828.TCGA-BF-A5EQ-01A-21D-A27K-08.3,8829988
C828.TCGA-BF-AAOU-01A-12D-A397-08.1,8022884
C828.TCGA-BF-AAOX-01A-11D-A397-08.1,9013730
C828.TCGA-BF-AAP4-01A-11D-A401-08.1,8080061
C828.TCGA-BF-AAP6-01A-11D-A401-08.2,9110246
C828.TCGA-D9-A4Z2-01A-11D-A24R-08.3,9824146
C828.TCGA-D9-A4Z3-01A-11D-A25O-08.2,5824970
C828.TCGA-D9-A4Z3-01A-11D-A25O-08.3,5886463
C828.TCGA-D9-A4Z5-01A-11D-A25O-08.2,6853029
C828.TCGA-D9-A4Z5-01A-11D-A25O-08.3,6951083
C828.TCGA-EB-A1NK-01A-11D-A196-08.1,9825627
C828.TCGA-EB-A1NK-01A-11D-A196-08.2,9825781
C828.TCGA-EB-A24C-01A-11D-A197-08.1,13505260
C828.TCGA-EB-A299-01A-21D-A197-08.1,9319558
C828.TCGA-EB-A299-01A-21D-A197-08.2,9319445
C828.TCGA-EB-A3HV-01A-11D-A21A-08.1,13137666
C828.TCGA-EB-A3HV-01A-11D-A21A-08.2,13137496
C828.TCGA-EB-A3XB-01A-11D-A23B-08.1,13468149
C828.TCGA-EB-A3XC-01A-11D-A23B-08.1,14944999
C828.TCGA-EB-A3Y6-01A-21D-A23B-08.1,10239784
C828.TCGA-EB-A41A-01A-11D-A24R-08.3,7895304
C828.TCGA-EB-A431-01A-11D-A25O-08.3,9318923
C828.TCGA-EB-A44N-01A-11D-A25O-08.2,6851183
C828.TCGA-EB-A44P-01A-11D-A25O-08.2,7314510
C828.TCGA-EB-A44P-01A-11D-A25O-08.4,7476825
C828.TCGA-EB-A4IQ-01A-12D-A25O-08.2,7137906
C828.TCGA-EB-A4IQ-01A-12D-A25O-08.3,7321199
C828.TCGA-EB-A4P0-01A-41D-A25O-08.3,7444865
C828.TCGA-EB-A4P0-01A-41D-A25O-08.4,7569870
C828.TCGA-EB-A4XL-01A-11D-A27K-08.3,9652552
C828.TCGA-EB-A550-01A-61D-A27K-08.3,11613797
C828.TCGA-EB-A553-01A-12D-A27K-08.3,9353609
C828.TCGA-EB-A57M-01A-51D-A30X-08.1,10178530
C828.TCGA-EB-A5FP-01A-11D-A27K-08.3,11363024
C828.TCGA-EB-A5SE-01A-11D-A30X-08.1,8700604
C828.TCGA-EB-A5UM-01A-11D-A30X-08.1,9308268
C828.TCGA-EB-A5VU-01A-21D-A32N-08.3,5395510
C828.TCGA-EB-A6QZ-01A-12D-A32N-08.3,4166565
C828.TCGA-EB-A85I-01A-11D-A34U-08.1,11400321
C828.TCGA-EB-A97M-01A-11D-A38G-08.1,8426275
C828.TCGA-ER-A194-01A-11D-A197-08.2,9653693
C828.TCGA-ER-A196-01A-11D-A197-08.3,9528248
C828.TCGA-ER-A19K-01A-21D-A197-08.2,6973907
C828.TCGA-ER-A19T-01A-11D-A19A-08.1,10336403
C828.TCGA-ER-A2NB-01A-12D-A196-08.3,9766273
C828.TCGA-ER-A2NF-01A-11D-A19A-08.1,10781375
C828.TCGA-ER-A2NF-01A-11D-A19A-08.3,10781553
C828.TCGA-FR-A2OS-01A-11D-A21A-08.1,3591711
C828.TCGA-FR-A726-01A-11D-A32N-08.3,4511740
C828.TCGA-FW-A5DX-01A-11D-A27K-08.3,12437871
C828.TCGA-GF-A2C7-01A-11D-A197-08.1,7047565
C828.TCGA-GF-A2C7-01A-11D-A197-08.2,7047485
C828.TCGA-GN-A263-01A-11D-A196-08.1,10836298
