ID,intergenic.cov
003860a34c9b244a5d8435b220ca5673,6607641
04dad306f9be80db39f4be578091aa11,4525577
08886fe521e2ff176295468dc519d9f3,4954278
09f52a751a3bd08f2fd4dcc61a046ed0,3535819
0e41df612857dbc6059e6160e3b6026d,4072760
0e66d92c70e71ca68bc7df03f140ac23,2835321
0fb4ae5b4fe04b81ebf63b3eac09c4c3,8314157
10d85d009df4ff9f97b61da04d2f86b7,5940214
1194ab7c994b6a6e775de7260c86068c,10609202
186c563eb5322146d6e258227b27712b,2101566
1afc6bc8152648c1a4ea85bc89ab926a,4095068
25afb594517b6fc2c6bc85a0c66b667c,2551129
25b934fcc8f9dc0711a504c352c80616,4279190
278ba239dee396794cbfdd659cef87f6,8279472
2da9f52ad34b5f74308fb4492c9dd134,7490420
306ab2bba3fce80857e4dcd5fd980a91,8382258
330778ac85ddcec84eca203e62642108,7345835
36c23dfb45da8cda46af63a39d69766c,15276701
3886522fcb4f50f10124f140ae535107,3236189
39300c8aac13e03d467f7a274c0a7b6c,5843891
3b3fd518637430ae70371bc419d932c4,3933571
3ba5a8a0e4a51a4dcef4fa0aca856f48,4601274
3f366b6605e4121de55f85f4002791c0,17196571
3f75e014e177132805d2777c7c9ddccd,8768227
443ddc6820a4dad1e07abf188b2112af,3411531
454e39689782962a5b86c5d630da5472,7072262
4d5907b73a2622840152c66ae4b47b09,3128370
514c92d6a709c62bab935a48309dc606,3044655
53a151cc962a0e0f0cfe62c1e6b29810,4407946
592d1b0ed845160b9526409972fc2963,2637737
5b7b5b7c4892052d4cf8f97800fbb3b7,5648778
5e349b4a49c6ac2cbb838e170a6a29b0,9490108
6277c358b68c67bb3fcfd7a7515aa59b,2810263
62d08a29bfd3d672ec5fa548d2ec208a,8705225
660390b51c0c7556d19d14d86f490de4,14809531
684e60d7cd74c16e5db250ced3a4438b,2641695
72281bd282e6874c6791000006028c6f,5673228
8851e1f8685d9a675e2822f3f78be5fe,2850189
88559690f83459635b6059da3467cea0,2769791
88df0f9768818d09d7279d778628eb30,4054627
89d63b331e9cc8c8677ecf2d62b794da,2284476
8b875f224d4fb52377dda158b92379cc,3398928
8b9f9dccf83b6b131668989350c210d2,5127109
8e0af4f2274023a7637905cc63e32fba,3370353
8f84a752d7f5973527254df41ef35aaf,3102774
93b27e4783c418b44b0754fbc5dab777,2797264
94c3a049a4af3e73c5387c52a5ecc776,5508274
95f6c93a54de9ba213b74318ef230a9c,5561421
975e9b3660d3ea88f5de0d650d5daefd,6263602
9e6c829af95ef7aefb62645075b5d01f,5198905
9fa6f4a57f818650b2a9b134804eac67,4139884
b01d1831ce6dc27633173eeaffe449b2,4708645
b08c0135b078944c9f4556b3ebf17e3b,4388082
b1f4f89a47c188cbfbf80e23d8644acf,3906944
bc515e19f91861bda91eea2c2d89a8d0,4731220
c15f22bb44b88cad95b838662efda724,6705025
c2b6665c221630e70c7bd47b32d5d7f9,5149549
C347.TCGA-05-4244-01A-01D-1105-08.5,14426925
C347.TCGA-05-4420-01A-01D-1265-08.3,11970872
C347.TCGA-05-4430-01A-02D-1265-08.3,10291857
C347.TCGA-17-Z004-01A-01W-0746-08.1,3246782
C347.TCGA-17-Z006-01A-01W-0746-08.3,7208268
C347.TCGA-17-Z014-01A-01W-0746-08.1,4946500
C347.TCGA-18-3407-01A-01D-0983-08.16,4289444
C347.TCGA-18-3408-01A-01D-0983-08.16,4538253
C347.TCGA-18-3409-01A-01D-0983-08.17,4102027
C347.TCGA-18-3412-01A-01D-0983-08.17,4416943
C347.TCGA-33-4582-01A-01D-1441-08.2,9288751
C347.TCGA-34-5240-01A-01D-1441-08.2,12059867
C347.TCGA-37-4129-01A-01D-1352-08.1,16274701
C347.TCGA-37-4132-01A-01D-1352-08.3,16525459
C347.TCGA-37-4135-01A-01D-1352-08.1,18903293
C347.TCGA-39-5028-01A-01D-1441-08.2,12656841
C347.TCGA-44-2666-01A-21D-A27T-08.2,3466944
C347.TCGA-44-3398-01A-01D-1105-08.5,13407467
C347.TCGA-44-4112-01A-01D-A271-08.5,8498789
C347.TCGA-44-4112-01A-22D-A27T-08.2,3245000
C347.TCGA-46-3766-01A-01D-0983-08.18,4279778
C347.TCGA-46-3769-01A-01D-0983-08.17,5255438
C347.TCGA-49-4505-01A-01D-1931-08.1,4340783
C347.TCGA-55-1592-01A-01D-0969-08.1,6145952
C347.TCGA-55-1595-01A-01D-0969-08.1,2880533
C347.TCGA-60-2725-01A-01D-1267-08.1,19598358
C347.TCGA-64-1676-01A-01D-0969-08.1,3458044
C347.TCGA-64-1680-01A-02D-0969-08.1,14211975
C347.TCGA-66-2754-01A-01D-0983-08.17,4487640
C347.TCGA-66-2787-01A-01D-0983-08.19,3811653
C347.TCGA-73-4658-01A-01D-1753-08.1,9480775
C347.TCGA-73-4662-01A-01D-1265-08.3,10156851
C347.TCGA-73-4677-01A-01D-1265-08.5,10158534
C508.TCGA-21-1082-01A-01D-1521-08.3,16400792
C508.TCGA-21-5782-01A-01D-1632-08.1,9075949
C508.TCGA-22-5471-01A-01D-1632-08.1,8005142
C508.TCGA-22-5474-01A-01D-1632-08.1,7029295
C508.TCGA-22-5480-01A-01D-1632-08.1,9051794
C508.TCGA-22-5492-01A-01D-1632-08.1,7228026
C508.TCGA-33-6738-01A-11D-1945-08.5,11582637
C508.TCGA-33-A5GW-01A-11D-A27K-08.3,7404984
C508.TCGA-33-AASJ-01A-11D-A401-08.1,11188217
C508.TCGA-33-AASL-01A-11D-A401-08.1,8866822
C508.TCGA-34-2600-01A-01D-1522-08.5,12889846
C508.TCGA-34-2608-01A-02D-1522-08.5,15526744
C508.TCGA-34-5236-01A-21D-1817-08.2,12109006
C508.TCGA-34-5239-01A-21D-1817-08.2,11858469
C508.TCGA-34-5928-01A-11D-1817-08.2,13125561
C508.TCGA-34-8454-01A-11D-2323-08.2,10388693
C508.TCGA-34-A5IX-01A-12D-A27K-08.3,11809147
C508.TCGA-39-5019-01A-01D-1817-08.2,12435364
C508.TCGA-43-2578-01A-01D-1522-08.5,14715682
C508.TCGA-43-6771-01A-11D-1817-08.2,12487036
C508.TCGA-43-A474-01A-11D-A24D-08.1,7414446
C508.TCGA-51-4079-01A-01D-1458-08.6,3220844
C508.TCGA-56-8304-01A-11D-2323-08.5,10301213
C508.TCGA-56-8308-01A-11D-2293-08.2,8943883
C508.TCGA-56-8623-01A-11D-2395-08.1,11576938
C508.TCGA-56-8626-01A-11D-2395-08.2,12071389
C508.TCGA-56-A5DR-01A-11D-A27K-08.3,9726632
C508.TCGA-60-2713-01A-01D-1522-08.5,11820022
C508.TCGA-63-A5MB-01A-11D-A26M-08.3,2279407
C508.TCGA-66-2780-01A-01D-1522-08.5,14687516
C508.TCGA-77-8145-01A-11D-2244-08.1,2591994
C508.TCGA-77-8153-01A-11D-2395-08.1,12591274
C508.TCGA-85-8070-01A-11D-2244-08.1,6972158
C508.TCGA-85-8582-01A-21D-2395-08.1,13081260
C508.TCGA-85-A4CN-01A-11D-A24D-08.1,7630126
C508.TCGA-94-A4VJ-01A-11D-A257-08.1,10875588
C508.TCGA-98-8023-01A-11D-2244-08.1,9332016
C508.TCGA-LA-A7SW-01A-11D-A401-08.1,8872398
C508.TCGA-LUSC-2703-TP-11D-2042-08.5,10741332
C508.TCGA-LUSC-4609-TP-21D-2122-08.3,8938962
C508.TCGA-LUSC-6867-TP-11D-2042-08.10,9638845
C508.TCGA-LUSC-7696-TP-11D-2122-08.4,10220541
C508.TCGA-LUSC-7710-TP-11D-2122-08.3,8602472
C508.TCGA-LUSC-7809-TP-21D-2122-08.3,9930071
C508.TCGA-LUSC-7964-TP-21D-2184-08.2,9088669
C508.TCGA-NC-A5HE-01A-11D-A26M-08.3,7672359
C508.TCGA-NC-A5HN-01A-11D-A26M-08.3,7465959
C508.TCGA-NK-A5D1-01A-11D-A26M-08.5,8137849
C509.TCGA-05-5423-01A-01D-1625-08.1,8197941
C509.TCGA-44-5643-01A-01D-1625-08.1,8328496
C509.TCGA-44-6778-01A-11D-1855-08.2,13288655
C509.TCGA-44-7667-01A-31D-2063-08.1,8311414
C509.TCGA-44-7669-01A-21D-2063-08.3,11410367
C509.TCGA-44-A4SS-01A-11D-A24P-08.3,11264395
C509.TCGA-49-4487-01A-21D-1855-08.2,12989810
C509.TCGA-53-7624-01A-11D-2063-08.1,10526291
C509.TCGA-55-6968-01A-11D-1945-08.3,10824106
C509.TCGA-55-6978-01A-11D-1945-08.3,11943506
C509.TCGA-55-7994-01A-11D-2184-08.1,10595281
C509.TCGA-55-8085-01A-11D-2238-08.1,11045123
C509.TCGA-55-8090-01A-11D-2238-08.1,10974527
C509.TCGA-55-8299-01A-11D-2284-08.5,12967448
C509.TCGA-62-8395-01A-11D-2323-08.6,11533022
C509.TCGA-69-7973-01A-11D-2184-08.1,8483109
C509.TCGA-78-7155-01A-11D-2036-08.1,17358671
C509.TCGA-80-5608-01A-31D-1945-08.5,8172038
C509.TCGA-86-7711-01A-11D-2063-08.1,9531371
C509.TCGA-86-8672-01A-21D-2393-08.2,10756746
C509.TCGA-86-A456-01A-11D-A24D-08.2,9884660
C509.TCGA-91-A4BD-01A-11D-A24D-08.1,7007289
C509.TCGA-95-7039-01A-11D-1945-08.3,9051729
C509.TCGA-95-7947-01A-11D-2184-08.1,10532301
C509.TCGA-95-A4VP-01A-21D-A25L-08.4,11890698
C509.TCGA-97-A4M6-01A-11D-A24P-08.3,11179936
C509.TCGA-MP-A4TJ-01A-51D-A25L-08.2,11940806
C529.TCGA-2A-AAYF-01A-11D-A41K-08.1,11067511
C529.TCGA-CH-5750-01A-11D-1576-08.4,16320945
C529.TCGA-CH-5792-01A-11D-1576-08.8,3093067
C529.TCGA-EJ-5508-01A-02D-1576-08.4,17988154
C529.TCGA-EJ-5517-01A-01D-1576-08.4,19557081
C529.TCGA-EJ-5518-01A-01D-1576-08.8,13744224
C529.TCGA-EJ-5530-01A-01D-1576-08.9,14234246
C529.TCGA-EJ-7312-01B-21D-A32B-08.4,4497445
C529.TCGA-EJ-7315-01A-31D-2114-08.1,2926722
C529.TCGA-EJ-7331-01A-11D-2114-08.1,10903955
C529.TCGA-EJ-7788-01A-11D-2114-08.1,9250839
C529.TCGA-EJ-8470-01A-11D-2395-08.2,14152437
C529.TCGA-G9-6347-01A-11D-A31L-08.3,10834184
C529.TCGA-G9-6361-01A-21D-1961-08.2,12058978
C529.TCGA-HC-7080-01A-11D-1961-08.2,14611113
C529.TCGA-HC-7211-01A-11D-2114-08.2,10208552
C529.TCGA-HC-7740-01A-11D-2114-08.1,10649575
C529.TCGA-HC-7744-01A-11D-2114-08.1,3135061
C529.TCGA-HC-7748-01A-11D-2114-08.2,10027317
C529.TCGA-HC-A632-01A-11D-A29Q-08.2,11950613
C529.TCGA-HC-A6AQ-01A-11D-A30E-08.1,5885152
C529.TCGA-HC-A76X-01A-11D-A33T-08.1,8389339
C529.TCGA-J4-A83I-01A-11D-A364-08.1,10386908
C529.TCGA-J4-A83N-01A-11D-A34U-08.1,9579482
C529.TCGA-J9-A52C-01A-11D-A26M-08.4,8071508
C529.TCGA-J9-A52E-01A-11D-A26M-08.4,7130236
C529.TCGA-KK-A59X-01A-11D-A29Q-08.2,8795820
C529.TCGA-KK-A59Y-01A-11D-A26M-08.3,7681108
C529.TCGA-KK-A6E0-01A-11D-A30X-08.1,9412829
C529.TCGA-KK-A7AQ-01A-11D-A33T-08.1,9579060
C529.TCGA-KK-A7B2-01A-12D-A32B-08.2,10146769
C529.TCGA-KK-A8I4-01A-11D-A364-08.1,10443955
C529.TCGA-KK-A8I6-01A-11D-A364-08.1,10560777
C529.TCGA-KK-A8IH-01A-11D-A364-08.1,9171699
C529.TCGA-KK-A8II-01A-11D-A364-08.1,8735312
C529.TCGA-QU-A6IL-01A-11D-A31L-08.3,10473992
C529.TCGA-V1-A8MM-01A-11D-A377-08.1,9025880
C529.TCGA-V1-A8WS-01A-11D-A377-08.3,8775446
C529.TCGA-V1-A8WW-01A-11D-A377-08.1,9435175
C529.TCGA-V1-A9ZK-01A-11D-A41K-08.1,10612956
C529.TCGA-VN-A88R-01A-11D-A364-08.1,8378481
C529.TCGA-VP-A876-01A-11D-A34U-08.2,10930235
C529.TCGA-VP-A879-01A-11D-A34U-08.1,12279350
C529.TCGA-XK-AAJA-01A-11D-A41K-08.1,10698705
C529.TCGA-XK-AAJU-01A-11D-A41K-08.2,9852677
C529.TCGA-YL-A8S9-01A-11D-A377-08.1,9655078
C529.TCGA-YL-A8SB-01A-31D-A377-08.1,10180972
C529.TCGA-YL-A9WI-01A-11D-A377-08.1,8976272
C662.TCGA-44-6146-01A-21D-A27T-08.2,3137363
C662.TCGA-44-6147-01A-21D-A27T-08.2,3172569
C662.TCGA-44-6148-01A-11D-1753-08.4,9629964
C662.TCGA-50-5931-01A-11D-1753-08.4,10481848
C662.TCGA-50-5946-01A-11D-1753-08.4,11359812
C662.TCGA-50-6592-01A-11D-1753-08.4,9919422
C662.TCGA-55-6543-01A-11D-1753-08.4,9079611
C662.TCGA-75-5126-01A-01D-1753-08.4,10412514
C828.TCGA-BF-A1Q0-01A-21D-A19A-08.2,10634186
C828.TCGA-BF-A3DM-01A-11D-A20D-08.1,9998212
C828.TCGA-BF-A9VF-01A-11D-A372-08.2,9297085
C828.TCGA-BF-AAP8-01A-11D-A401-08.1,7134611
C828.TCGA-D3-A5GT-01A-12D-A30X-08.1,8781769
C828.TCGA-D9-A3Z4-01A-11D-A23B-08.1,10520071
C828.TCGA-EB-A24C-01A-11D-A197-08.2,13505303
C828.TCGA-EB-A3XE-01A-12D-A23B-08.1,7790743
C828.TCGA-EB-A3XF-01A-31D-A23B-08.1,7823942
C828.TCGA-EB-A42Y-01A-12D-A24R-08.3,9971759
C828.TCGA-EB-A430-01A-11D-A24R-08.3,10718338
C828.TCGA-EB-A431-01A-11D-A25O-08.2,8975865
C828.TCGA-EB-A44N-01A-11D-A25O-08.3,7095209
C828.TCGA-EB-A44O-01A-11D-A25O-08.2,7762264
C828.TCGA-EB-A44O-01A-11D-A25O-08.3,7977735
C828.TCGA-EB-A4IS-01A-21D-A25O-08.3,7827934
C828.TCGA-EB-A4OY-01A-11D-A25O-08.2,7128474
C828.TCGA-EB-A4OY-01A-11D-A25O-08.3,7063595
C828.TCGA-EB-A551-01A-21D-A27K-08.3,10108280
C828.TCGA-EB-A6QY-01A-12D-A32N-08.3,5188060
C828.TCGA-EB-A82C-01A-11D-A34U-08.1,13876462
C828.TCGA-EB-A85J-01A-12D-A34U-08.1,11910575
C828.TCGA-ER-A194-01A-11D-A197-08.1,9653677
C828.TCGA-ER-A19T-01A-11D-A19A-08.3,10336319
C828.TCGA-ER-A2NB-01A-12D-A196-08.1,9766475
C828.TCGA-FR-A3R1-01A-11D-A23B-08.2,15077957
C828.TCGA-FR-A728-01A-11D-A32N-08.3,4318475
C828.TCGA-GF-A769-01A-32D-A32N-08.3,4163909
C828.TCGA-GN-A269-01A-11D-A19A-08.1,10301829
C828.TCGA-GN-A269-01A-11D-A19A-08.2,10301881
C828.TCGA-GN-A4U5-01A-11D-A32N-08.3,4336734
C828.TCGA-WE-A8K4-01A-12D-A372-08.1,9532767
C828.TCGA-XV-AAZW-01A-12D-A401-08.1,8942943
cd32bd44e21d16ff5ac1cae774368ff8,7677237
cf48323806a5515f0eff69a4af8893c6,2848029
d294375154b5e2554bb795980502c64e,4480767
e58e58e0e927128a33224908df20d811,8739025
e608ef703049b3e929b3947bde0c75ee,5376617
f5db12575e685ca664acdd6e74f336ae,8565041
f80f0641199eee19175f894acccc714f,2588481
fd1c560de2891779674753ce2dca2827,19488610
TCGA-A8-A095-01A-11W-A019-09_IlluminaGA-DNASeq_exome,6439027
TCGA-AN-A0AT-01A-11D-A045-09_IlluminaGA-DNASeq_exome,5696064
TCGA-AR-A1AK-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome,3903088
TCGA-B6-A0I8-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1,3596206
TCGA-BH-A0DV-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome,3781922
TCGA-C8-A1HM-01A-12D-A135-09_IlluminaGA-DNASeq_exome_1,4531305
TCGA-E2-A15J-01A-11D-A12Q-09_IlluminaGA-DNASeq_exome,4068464
TCGA-E2-A15R-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome,7077908
TCGA-E2-A1B4-01A-11D-A12Q-09_IlluminaGA-DNASeq_exome,3786355
0e41df612857dbc6059e6160e3b6026d,4072760
186c563eb5322146d6e258227b27712b,2101566
25b934fcc8f9dc0711a504c352c80616,4279190
306ab2bba3fce80857e4dcd5fd980a91,8382258
330778ac85ddcec84eca203e62642108,7345835
3b3fd518637430ae70371bc419d932c4,3933571
3ba5a8a0e4a51a4dcef4fa0aca856f48,4601274
454e39689782962a5b86c5d630da5472,7072262
514c92d6a709c62bab935a48309dc606,3044655
5b7b5b7c4892052d4cf8f97800fbb3b7,5648778
5e349b4a49c6ac2cbb838e170a6a29b0,9490108
6277c358b68c67bb3fcfd7a7515aa59b,2810263
62d08a29bfd3d672ec5fa548d2ec208a,8705225
684e60d7cd74c16e5db250ced3a4438b,2641695
72281bd282e6874c6791000006028c6f,5673228
8851e1f8685d9a675e2822f3f78be5fe,2850189
88559690f83459635b6059da3467cea0,2769791
88df0f9768818d09d7279d778628eb30,4054627
8f84a752d7f5973527254df41ef35aaf,3102774
93b27e4783c418b44b0754fbc5dab777,2797264
94c3a049a4af3e73c5387c52a5ecc776,5508274
975e9b3660d3ea88f5de0d650d5daefd,6263602
9e6c829af95ef7aefb62645075b5d01f,5198905
9fa6f4a57f818650b2a9b134804eac67,4139884
b01d1831ce6dc27633173eeaffe449b2,4708645
b08c0135b078944c9f4556b3ebf17e3b,4388082
b1f4f89a47c188cbfbf80e23d8644acf,3906944
c2b6665c221630e70c7bd47b32d5d7f9,5149549
C347.TCGA-05-4244-01A-01D-1105-08.5,14426925
C347.TCGA-05-4420-01A-01D-1265-08.3,11970872
C347.TCGA-05-4430-01A-02D-1265-08.3,10291857
C347.TCGA-17-Z006-01A-01W-0746-08.3,7208268
C347.TCGA-33-4582-01A-01D-1441-08.2,9288751
C347.TCGA-34-5240-01A-01D-1441-08.2,12059867
C347.TCGA-37-4129-01A-01D-1352-08.1,16274701
C347.TCGA-37-4132-01A-01D-1352-08.3,16525459
C347.TCGA-37-4135-01A-01D-1352-08.1,18903293
C347.TCGA-39-5028-01A-01D-1441-08.2,12656841
C347.TCGA-44-2666-01A-21D-A27T-08.2,3466944
C347.TCGA-44-4112-01A-22D-A27T-08.2,3245000
C347.TCGA-46-3766-01A-01D-0983-08.18,4279778
C347.TCGA-49-4505-01A-01D-1931-08.1,4340783
C347.TCGA-55-1592-01A-01D-0969-08.1,6145952
C347.TCGA-60-2725-01A-01D-1267-08.1,19598358
C347.TCGA-64-1676-01A-01D-0969-08.1,3458044
C347.TCGA-64-1680-01A-02D-0969-08.1,14211975
C347.TCGA-66-2754-01A-01D-0983-08.17,4487640
C347.TCGA-66-2787-01A-01D-0983-08.19,3811653
C347.TCGA-73-4658-01A-01D-1753-08.1,9480775
C347.TCGA-73-4662-01A-01D-1265-08.3,10156851
C347.TCGA-73-4677-01A-01D-1265-08.5,10158534
C508.TCGA-22-5471-01A-01D-1632-08.1,8005142
C508.TCGA-22-5474-01A-01D-1632-08.1,7029295
C508.TCGA-22-5492-01A-01D-1632-08.1,7228026
C508.TCGA-33-6738-01A-11D-1945-08.5,11582637
C508.TCGA-33-A5GW-01A-11D-A27K-08.3,7404984
C508.TCGA-33-AASJ-01A-11D-A401-08.1,11188217
C508.TCGA-33-AASL-01A-11D-A401-08.1,8866822
C508.TCGA-34-2600-01A-01D-1522-08.5,12889846
C508.TCGA-LUSC-7545-TP-21D-2042-08.5,8704789
C508.TCGA-LUSC-7580-TP-11D-2042-08.5,10067639
C508.TCGA-LUSC-7730-TP-11D-2122-08.4,9603867
C508.TCGA-O2-A52V-01A-31D-A25L-08.2,8070674
C508.TCGA-O2-A52W-01A-11D-A26M-08.6,7373793
C509.TCGA-44-5645-01A-01D-A271-08.5,8767774
C509.TCGA-44-A47G-01A-21D-A24D-08.2,8079889
C509.TCGA-49-AARO-01A-12D-A410-08.1,8000552
C509.TCGA-50-5045-01A-01D-1625-08.1,8938388
C509.TCGA-50-5051-01A-21D-1855-08.2,11720213
C509.TCGA-55-1594-01A-01D-1040-01.2,3948580
C509.TCGA-55-6642-01A-11D-1855-08.2,12207275
C509.TCGA-55-6969-01A-11D-1945-08.3,11591986
C509.TCGA-55-6979-01A-11D-1945-08.3,10122614
C509.TCGA-55-6983-01A-11D-1945-08.3,11211403
C509.TCGA-55-6984-01A-11D-1945-08.3,8504273
C509.TCGA-55-7570-01A-11D-2036-08.1,10288670
C509.TCGA-55-7726-01A-11D-2167-08.1,7676369
C509.TCGA-55-7728-01A-11D-2184-08.1,11067354
C509.TCGA-55-7914-01A-11D-2167-08.1,9537085
C509.TCGA-55-8299-01A-11D-2284-08.2,12967449
C509.TCGA-55-8615-01A-11D-2393-08.1,12679484
C509.TCGA-64-5779-01A-01D-1625-08.1,9433635
C509.TCGA-64-5815-01A-01D-1625-08.1,7830538
C509.TCGA-67-3773-01A-01D-1040-01.3,14317263
C509.TCGA-69-A59K-01A-11D-A25L-08.2,14101784
C509.TCGA-78-7152-01A-11D-2036-08.1,11475704
C509.TCGA-78-7153-01A-11D-2036-08.1,9559248
C509.TCGA-78-7166-01A-12D-2063-08.1,11259206
C509.TCGA-86-7953-01A-11D-2184-08.1,12202454
C509.TCGA-86-8056-01A-11D-2238-08.1,11841970
C509.TCGA-86-8278-01A-11D-2284-08.2,10650051
C509.TCGA-86-8359-01A-11D-2323-08.6,10490031
C509.TCGA-93-A4JQ-01A-11D-A24P-08.3,8319900
C509.TCGA-95-7948-01A-11D-2184-08.1,3162162
C509.TCGA-95-A4VN-01A-11D-A25L-08.2,12613782
C509.TCGA-97-7547-01A-11D-2036-08.1,9904817
C509.TCGA-97-7941-01A-11D-2184-08.1,9656667
C509.TCGA-97-8175-01A-11D-2284-08.2,14477805
C509.TCGA-97-A4M5-01A-11D-A24P-08.3,13052384
C509.TCGA-L4-A4E5-01A-11D-A24P-08.3,9900626
C509.TCGA-MP-A4SV-01A-11D-A24P-08.3,9490897
C509.TCGA-MP-A4T4-01A-11D-A25L-08.4,11351253
C509.TCGA-MP-A4TF-01A-11D-A25L-08.5,12856061
C509.TCGA-MP-A4TH-01A-31D-A25L-08.2,10358958
C509.TCGA-NJ-A4YG-01A-22D-A25L-08.2,12739456
C509.TCGA-NJ-A4YP-01A-11D-A25L-08.4,11334294
C509.TCGA-O1-A52J-01A-11D-A25L-08.2,11542982
C529.TCGA-CH-5740-01A-11D-1576-08.4,3466503
C529.TCGA-CH-5743-01A-21D-1576-08.4,15293827
C529.TCGA-CH-5751-01A-11D-1576-08.4,3202244
C529.TCGA-EJ-5494-01A-01D-1576-08.8,14141855
C662.TCGA-44-6146-01B-04D-A271-08.5,10027412
C662.TCGA-49-4488-01A-01D-1753-08.4,10552142
C662.TCGA-67-6216-01A-11D-1753-08.4,11288185
C662.TCGA-75-6211-01A-11D-1753-08.4,10641852
C828.TCGA-BF-A1PU-01A-11D-A19A-08.3,6223191
C828.TCGA-BF-A1PV-01A-11D-A19A-08.1,7768471
C828.TCGA-BF-A1PZ-01A-11D-A19A-08.1,9664547
C828.TCGA-BF-A3DJ-01A-11D-A20D-08.1,10378792
C828.TCGA-BF-A3DN-01A-11D-A20D-08.1,9511489
C828.TCGA-BF-A5EP-01A-12D-A27K-08.3,12613894
C828.TCGA-BF-A5EQ-01A-21D-A27K-08.3,8829988
C828.TCGA-BF-AAOU-01A-12D-A397-08.1,8022884
C828.TCGA-BF-AAOX-01A-11D-A397-08.1,9013730
C828.TCGA-BF-AAP4-01A-11D-A401-08.1,8080061
C828.TCGA-BF-AAP6-01A-11D-A401-08.2,9110246
C828.TCGA-D9-A4Z2-01A-11D-A24R-08.3,9824146
C828.TCGA-D9-A4Z3-01A-11D-A25O-08.2,5824970
C828.TCGA-D9-A4Z3-01A-11D-A25O-08.3,5886463
C828.TCGA-D9-A4Z5-01A-11D-A25O-08.2,6853029
C828.TCGA-D9-A4Z5-01A-11D-A25O-08.3,6951083
C828.TCGA-EB-A1NK-01A-11D-A196-08.1,9825627
C828.TCGA-EB-A1NK-01A-11D-A196-08.2,9825781
C828.TCGA-EB-A24C-01A-11D-A197-08.1,13505260
C828.TCGA-EB-A299-01A-21D-A197-08.1,9319558
C828.TCGA-EB-A299-01A-21D-A197-08.2,9319445
C828.TCGA-EB-A3HV-01A-11D-A21A-08.1,13137666
C828.TCGA-EB-A3HV-01A-11D-A21A-08.2,13137496
C828.TCGA-EB-A3XB-01A-11D-A23B-08.1,13468149
C828.TCGA-EB-A3XC-01A-11D-A23B-08.1,14944999
C828.TCGA-EB-A3Y6-01A-21D-A23B-08.1,10239784
C828.TCGA-EB-A41A-01A-11D-A24R-08.3,7895304
C828.TCGA-EB-A431-01A-11D-A25O-08.3,9318923
C828.TCGA-EB-A44N-01A-11D-A25O-08.2,6851183
C828.TCGA-EB-A44P-01A-11D-A25O-08.2,7314510
C828.TCGA-EB-A44P-01A-11D-A25O-08.4,7476825
C828.TCGA-EB-A4IQ-01A-12D-A25O-08.2,7137906
C828.TCGA-EB-A4IQ-01A-12D-A25O-08.3,7321199
C828.TCGA-EB-A4P0-01A-41D-A25O-08.3,7444865
C828.TCGA-EB-A4P0-01A-41D-A25O-08.4,7569870
C828.TCGA-EB-A4XL-01A-11D-A27K-08.3,9652552
C828.TCGA-EB-A550-01A-61D-A27K-08.3,11613797
C828.TCGA-EB-A553-01A-12D-A27K-08.3,9353609
C828.TCGA-EB-A57M-01A-51D-A30X-08.1,10178530
C828.TCGA-EB-A5FP-01A-11D-A27K-08.3,11363024
C828.TCGA-EB-A5SE-01A-11D-A30X-08.1,8700604
C828.TCGA-EB-A5UM-01A-11D-A30X-08.1,9308268
C828.TCGA-EB-A5VU-01A-21D-A32N-08.3,5395510
C828.TCGA-EB-A6QZ-01A-12D-A32N-08.3,4166565
C828.TCGA-EB-A85I-01A-11D-A34U-08.1,11400321
C828.TCGA-EB-A97M-01A-11D-A38G-08.1,8426275
C828.TCGA-ER-A194-01A-11D-A197-08.2,9653693
C828.TCGA-ER-A196-01A-11D-A197-08.3,9528248
C828.TCGA-ER-A19K-01A-21D-A197-08.2,6973907
C828.TCGA-ER-A19T-01A-11D-A19A-08.1,10336403
C828.TCGA-ER-A2NB-01A-12D-A196-08.3,9766273
C828.TCGA-ER-A2NF-01A-11D-A19A-08.1,10781375
C828.TCGA-ER-A2NF-01A-11D-A19A-08.3,10781553
C828.TCGA-FR-A2OS-01A-11D-A21A-08.1,3591711
C828.TCGA-FR-A726-01A-11D-A32N-08.3,4511740
C828.TCGA-FW-A5DX-01A-11D-A27K-08.3,12437871
C828.TCGA-GF-A2C7-01A-11D-A197-08.1,7047565
C828.TCGA-GF-A2C7-01A-11D-A197-08.2,7047485
C828.TCGA-GN-A263-01A-11D-A196-08.1,10836298
